position	channelId	channelTitle	videoId	publishedAt	publishedAtSQL	videoTitle	videoDescription	videoCategoryId	videoCategoryLabel	duration	durationSec	dimension	definition	caption	thumbnail_maxres	licensedContent	viewCount	likeCount	dislikeCount	favoriteCount	commentCount
11	UC-TE-L8bwaihKqA5oLuEyeA	Ryo Slime	Fu44l2TVKyY	2019-07-15T15:00:04.000Z	2019-07-15 15:00:04	Slime Coloring with Makeup Compilation ! Most Satisfying Slime ASMR Videos #40	Slime Coloring with Makeup Compilation ! Mixing All My Slime ! Slime Smoothie ! Most Satisfying Slime ASMR Videos #40 | #RyoSlime Thanks for watching ! Please like, share and subscribe ! 👉https://www.youtube.com/c/RyoSlime #MakeupSlime #EyeshadowSlime #SlimeColoring ---------------------------------------------------------------------------- FEATURED CHANNELS ---------------------------------------------------------------------------- #IzabelaStress #TomSlime #TanyaSt #LenaSlime #JennySlime #SatisfyChannel #TepSlime #BoomSlime #SatisfyingSlimeVideos #HongGiangDIYSlime #SatisfyingSlimeVideos #HelloMaphie #Izabeloi	26	Howto & Style	PT7M56S	476	2d	hd	false	https://i.ytimg.com/vi/Fu44l2TVKyY/maxresdefault.jpg	1	662566	8142	876	0	823
12	UC-TE-L8bwaihKqA5oLuEyeA	Ryo Slime	OwU3knTk8bk	2019-07-14T15:00:05.000Z	2019-07-14 15:00:05	Slime Coloring with Makeup Compilation ! Most Satisfying Slime ASMR Videos #39	Slime Coloring with Makeup Compilation ! Mixing All My Slime ! Slime Smoothie ! Most Satisfying Slime ASMR Videos #39 | #RyoSlime Thanks for watching ! Please like, share and subscribe ! 👉https://www.youtube.com/c/RyoSlime #MakeupSlime #EyeshadowSlime #SlimeColoring ---------------------------------------------------------------------------- FEATURED CHANNELS ---------------------------------------------------------------------------- #IzabelaStress #TomSlime #TanyaSt #LenaSlime #JennySlime #SatisfyChannel #TepSlime #BoomSlime #SatisfyingSlimeVideos #HongGiangDIYSlime #SatisfyingSlimeVideos #HelloMaphie #Izabeloi	26	Howto & Style	PT8M8S	488	2d	hd	false	https://i.ytimg.com/vi/OwU3knTk8bk/maxresdefault.jpg	1	712372	9181	1125	0	836
13	UCTM-p_LO8fsbLRMFqitWqBA	Lena Slime	cmos4XxA6GA	2019-07-14T14:58:17.000Z	2019-07-14 14:58:17	Black vs Rose - Mixing Makeup Eyeshadow Into Slime Special Series 133 Satisfying Slime Video	Hi! In this makeup destruction video, I'm going to be Mixing Makeup Eyeshadow into Clear Slime with Black vs Rose colored makeup. I'll be mixing and breaking up makeup and eye shadow into clear slimes and separating the colors out to make a beautiful swirl slime at the end! I hope you enjoy this satisfying slime coloring with makeup special series slime video. Thank you for watching. Love you! 💗 Subscribe and Come Watch these! You will like: Pink 💗 vs 💙 Teal - https://youtu.be/qNmBPEaLxME Pink 💗 vs 💚 Mint - https://youtu.be/iigOAbYeQ-g Pink 💗 vs 💙 Blue #2 - https://youtu.be/tw7tdgZ_oAM Pink💗 vs 💜Purple - https://youtu.be/4xAPB9Qrq-U Pink 💗 vs 💙 Blue #1 - https://youtu.be/8OemNihNqCY Pink 💗 vs 💿 Silver - https://youtu.be/0bsXhOcAgo8 Red ❤️ vs 🍫 Chocolate - https://youtu.be/Du0hlaEfRSw Light Blue 💙 vs 💙 Dark Blue - https://youtu.be/_ti6c4BwuRM Rose 🌹 vs 📀Gold - https://youtu.be/GCBOQJXc_FQ Black 🖤 vs 💚Green - https://youtu.be/0FI-YmVCxMY Red ❤️ vs 🧡 Orange - https://youtu.be/GMO9mURA2Ic Green 💚 vs 💿 Silver - https://youtu.be/Flz86htj7oI Blue💙 vs 💚Green - https://youtu.be/DfxHPTwiM48 Pink 💗 vs 💗Pink - https://youtu.be/u0ye5d0l1Nc Blue💙 vs 💗Pink - https://youtu.be/mWsJEbxJyf0 Pink 💗 vs 📀 Gold - https://youtu.be/q8N728katcA Pink 💗 vs 🖤 Black- https://youtu.be/13cRrb4j-Mk Pink💗 vs 🐶Brown - https://youtu.be/19pVn8PV5fA Pink 💗 vs 💛 Yellow - https://youtu.be/VzkxjRTtH2o Pink💗 vs 💜Purple - https://youtu.be/5HBaIUe-Sts Pink💗 vs 🧡Orange - https://youtu.be/qxrTYJEReYk Purple💜 vs 💙 Blue - https://youtu.be/PdCcSDfNy4A Silver💿 vs 📀Gold - https://youtu.be/Iun4FldGDFc Black🖤 vs 💮White - https://youtu.be/_NWr3njEhXY Blue 💙 vs 💿 Silver - https://youtu.be/R_Vh_9F7-Ys Burgundy🏮 vs 🐶Beige - https://youtu.be/kQkv5YuJZJI Teal 💎 vs 🐮 Brown https://youtu.be/NGyLXVjGiH4 Red ❤️ vs 💛 Yellow - https://youtu.be/opjPFOMRqaw Green 💚 vs 💿 Silver - https://youtu.be/Flz86htj7oI Teal 💎 vs 💜 Purple - https://youtu.be/RRIA8Q1lsqo Blue💙 vs 💚Green - https://youtu.be/DfxHPTwiM48 Orange🧡 vs 💛Yellow - https://youtu.be/JAabZQY6xs4 Purple💜 vs 💚Green - https://youtu.be/DiihirxK3Dc Red🌹 vs 💮White - https://youtu.be/vo1akDO6tBA Black🖤 vs 💛Yellow - https://youtu.be/J0-Qm6rEgcQ Pink💗 vs 💚Green - https://youtu.be/J0-Qm6rEgcQ Gold📀 vs 💎Teal - https://youtu.be/kQrveAnazT8 Green💚 vs 🧡Orange - https://youtu.be/ex1XHvB6ZvY Purple💜 vs 💛Yellow - https://youtu.be/8tg7CxMMiW8 Blue💙 vs ❤️Red - https://youtu.be/MaasbzlDyMQ Black🖤 vs 💗Pink - https://youtu.be/pN_EUbiwm6g Orange🧡 vs 💙Blue - https://youtu.be/Q0J-EXGju94 Red❤️ vs 💚Green - https://youtu.be/LSlUsJtN-Gw Purple💜 vs 🧡Orange -https://youtu.be/R4gkWB6szfY Blue💙 vs 💛Yellow - https://youtu.be/QPMXTaW4hCc Blue💙 vs ❤️Red❤️ vs 💛Yellow - https://youtu.be/YNU_IH3G7YE #lenaslime #makeupslime #eyeshadowslime #makeupasmr #makeupdestruction ---------------------------------------------------------------------------------------------------------- LOOKING FOR MORE SLIME? CHECK OUT THESE GREAT CHANNELS ---------------------------------------------------------------------------------------------------------- #tanyast #izabelastress #tomslime #satisfychannel #tepslime #makeupbreakup #boomslime #jennyslime #ryoslime #satisfyingslimevideos #jerryslime Slime Special Series Mixing Black vs Rose Mekeup with Parts, glitter... Into Slime.	22	People & Blogs	PT11M13S	673	2d	hd	false	https://i.ytimg.com/vi/cmos4XxA6GA/maxresdefault.jpg	1	475953	6996	744	0	702
14	UCVb3Kouf3YKbazTzUOlD3Ag	The Best Satisfying	GEyAv-QkBvI	2019-07-14T13:45:00.000Z	2019-07-14 13:45:00	The Most Satisfying Slime ASMR Videos | Relaxing Oddly Satisfying Slime 2019 | 301	The Most Satisfying Slime ASMR Videos | Relaxing Oddly Satisfying Slime 2019 | 301 👇👇👇👇👇👇👇👇👇👇👇 Subscribe: https://bit.ly/2UOLGfo Don't forget to like the video! =) #satisfying #slime #asmr Follow us! Snapchat: TBestSatisfying Instagram: @tbestsatisfying Spotify: TBestSatisfying TikTok: TBestSatisfying Instagram Credits: mintyslimey aeslimeic asmr_soap_granny asmr_soap_princess asmr_vid___ helen.asmr laurensoaps paragon.slimes qweenyslime sicksliems slimeaxis slimebyian slimedivinee slimeygluten soap.asmr.ns soap.asmr.ua sprousesslimes Kwai credits: cmt290010 daya0525 dx686886 ws000000 Yanxizaoan666 What does ASMR mean? Autonomous sensory meridian response (ASMR) is an experience characterized by a static-like or tingling sensation on the skin that typically begins on the scalp and moves down the back of the neck and upper spine. Email us for business: business@pusic.yt Our site: www.pusicentertainment.com	24	Entertainment	PT13M19S	799	2d	hd	false	https://i.ytimg.com/vi/GEyAv-QkBvI/maxresdefault.jpg	1	349499	5197	444	0	480
15	UCCEit4gcguWgJPg1aMs--og	JSH diy	Ica1AqaTFsY	2019-07-15T16:03:22.000Z	2019-07-15 16:03:22	TOOTHPASTE SLIME! 💦 Testing NO GLUE Toothpaste Slimes	😃 SUBSCRIBE ► https://www.youtube.com/channel/UCCEit4gcguWgJPg1aMs--og?sub_conformation=1 Hey guys! I’m so happy to be back, I took a week off youtube for vidcon!! Today’s i will be testing out all the new no glue slime recipes that came out during my week break. These no glue slime recipes were so impressive and they are all made using toothpaste! I even discovered a new no glue slime ingredient that I used to make an amazing THICK clear slime!! WATCH MY LAST VIDEO► https://www.youtube.com/watch?v=7STrBUKWVMc TURN ON MY POST NOTIFICATIONS TO JOIN NOTIF SQUAD! SHARE THIS VIDEO AFTER YOU LIKE IT TO GET A SHOUTOUT! *FOLLOW ME ON SOCIAL MEDIA! * MY INSTAGRAM (@Jsh.diy) ► https://www.instagram.com/jsh.diy/?hl=en MY SLIME INSTAGRAM (@Jshslimes) ► https://www.instagram.com/jshslimes/?hl=en Watch this video and comment “WHOS WATCHING THIS IN 2018”! https://www.youtube.com/watch?v=2tjsl3AbISk THANKS FOR HANGING OUT!	26	Howto & Style	PT10M47S	647	2d	hd	false		1	223825	6029	348	0	2053
16	UCVb3Kouf3YKbazTzUOlD3Ag	The Best Satisfying	C8f-b0PttoA	2019-07-11T18:25:12.000Z	2019-07-11 18:25:12	The Most Satisfying Slime ASMR Videos | Relaxing Oddly Satisfying Slime 2019 | 296	The Most Satisfying Slime ASMR Videos | Relaxing Oddly Satisfying Slime 2019 | 296 👇👇👇👇👇👇👇👇👇👇👇 Subscribe: https://bit.ly/2UOLGfo Don't forget to like the video! =) #satisfying #slime #asmr Follow us! Snapchat: TBestSatisfying Instagram: @tbestsatisfying Spotify: TBestSatisfying TikTok: TBestSatisfying Instagram Credits: mintyslimey aeslimeic asmr_soap_granny asmr_soap_princess asmr_vid___ helen.asmr laurensoaps paragon.slimes qweenyslime sicksliems slimeaxis slimebyian slimedivinee slimeygluten soap.asmr.ns soap.asmr.ua sprousesslimes Kwai credits: cmt290010 daya0525 dx686886 ws000000 Yanxizaoan666 What does ASMR mean? Autonomous sensory meridian response (ASMR) is an experience characterized by a static-like or tingling sensation on the skin that typically begins on the scalp and moves down the back of the neck and upper spine. Email us for business: business@pusic.yt Our site: www.pusicentertainment.com	24	Entertainment	PT13M9S	789	2d	hd	false	https://i.ytimg.com/vi/C8f-b0PttoA/maxresdefault.jpg	1	1186583	13397	1326	0	1346
17	UCVb3Kouf3YKbazTzUOlD3Ag	The Best Satisfying	NG6bion_LXc	2019-07-15T13:45:01.000Z	2019-07-15 13:45:01	The Most Satisfying Slime ASMR Videos | Relaxing Oddly Satisfying Slime 2019 | 302	The Most Satisfying Slime ASMR Videos | Relaxing Oddly Satisfying Slime 2019 | 302 👇👇👇👇👇👇👇👇👇👇👇 Subscribe: https://bit.ly/2UOLGfo Don't forget to like the video! =) #satisfying #slime #asmr Follow us! Snapchat: TBestSatisfying Instagram: @tbestsatisfying Spotify: TBestSatisfying TikTok: TBestSatisfying Instagram Credits: mintyslimey aeslimeic asmr_soap_granny asmr_soap_princess asmr_vid___ helen.asmr laurensoaps paragon.slimes qweenyslime sicksliems slimeaxis slimebyian slimedivinee slimeygluten soap.asmr.ns soap.asmr.ua sprousesslimes Kwai credits: cmt290010 daya0525 dx686886 ws000000 Yanxizaoan666 What does ASMR mean? Autonomous sensory meridian response (ASMR) is an experience characterized by a static-like or tingling sensation on the skin that typically begins on the scalp and moves down the back of the neck and upper spine. Email us for business: business@pusic.yt Our site: www.pusicentertainment.com	24	Entertainment	PT13M28S	808	2d	hd	false	https://i.ytimg.com/vi/NG6bion_LXc/maxresdefault.jpg	1	93410	2266	135	0	294
18	UC7TTtOQKMXTWWMtWQMIgVSA	Collins Key	CpyzejBD82M	2019-01-19T19:08:03.000Z	2019-01-19 19:08:03	Mixing $10,000 of Slime Challenge & Learn How To Make A Pool of Diy Giant Mystery Slime	You’ll learn how to make a giant and expensive diy mystery slime! We’re mixing together $10,000 worth of slime ingredients in a mini pool bath and it wouldn’t be complete without a mystery wheel switch up at the end. Watch as brothers (not twins) the key bros compete in a do it yourself slime making competition to create the ultimate mega slime. There is homemade $1000 slime, pancake art breakfast egg slime, science experiment volcano lava slime, colorful “too much ingredients” slime, fluffy slime, and even a hilarious at home slime workout routine!  It’s another awesome and funny viral video in this entertainment and life hack compilation series. Ingredients, supplies and tools used: · Clear Glue · Fake Snow · Squishy · Rubber Bands · Foam Sponges · White Glue · Sta Flo · Glitter Glue · Baking Soda · Vinegar · Shaving Cream · Silly String · Baseball Bat · Lacrosse Stick · Packing Peanuts · Metallic Color Pigment · Oster Blender · Spatula · Spoon · Contact Solution · Pancake Art Mix · Toast · Styrofoam · Balloons · Face Mask · Moisturizer · Corn Starch · Beads · Sand #slime #challenge #howto #$10,000 #diy FOLLOW COLLINS KEY Instagram: https://www.instagram.com/collinskey/ Twitter: https://twitter.com/CollinsKey Snapchat: CollinsKey DEVAN'S LINKS: Insta: http://bit.ly/1wMSMyu Twitter: https://twitter.com/DevanKey Snapchat: DevanKeyy Watch More Awesome Videos: Dogs Pick our Mystery Slime Challenge! Learn How To Make the Best DIY Funny Switch Up Oobleck Game https://www.youtube.com/watch?v=AlJOGFTfn8k Mystery Wheel of Slime Challenge! Learn How To Make DIY Switch Up Oobleck https://www.youtube.com/watch?v=3JqI8WbsBaI PANCAKE ART CHALLENGE Mystery Wheel & Learn How To Make Diy Fortnite https://www.youtube.com/watch?v=ZCg9xHNPR3k 10,000 Pounds of Oobleck in Bath Challenge! https://www.youtube.com/watch?v=M6T0stw9Xc0	24	Entertainment	PT24M1S	1441	2d	hd	true	https://i.ytimg.com/vi/CpyzejBD82M/maxresdefault.jpg	1	13615313	299871	9323	0	66757
19	UC-TE-L8bwaihKqA5oLuEyeA	Ryo Slime	rx-O0QMUh-w	2019-06-29T15:00:06.000Z	2019-06-29 15:00:06	Slime Coloring with Makeup Compilation ! Most Satisfying Slime ASMR Videos #26	Slime Coloring with Makeup Compilation ! Most Satisfying Slime ASMR Videos #26 | #RyoSlime Thanks for watching ! Please like, share and subscribe ! 👉https://www.youtube.com/c/RyoSlime #MakeupSlime #EyeshadowSlime #SlimeColoring ---------------------------------------------------------------------------- FEATURED CHANNELS ---------------------------------------------------------------------------- #IzabelaStress #TomSlime #TanyaSt #LenaSlime #JennySlime #SatisfyChannel #TepSlime #BoomSlime #SatisfyingSlimeVideos #HongGiangDIYSlime #SatisfyingSlimeVideos #HelloMaphie #Izabeloi	26	Howto & Style	PT7M8S	428	2d	hd	false	https://i.ytimg.com/vi/rx-O0QMUh-w/maxresdefault.jpg	1	4002379	47285	4452	0	3414
20	UCTM-p_LO8fsbLRMFqitWqBA	Lena Slime	wKP30nBsgdQ	2019-07-13T15:05:45.000Z	2019-07-13 15:05:45	Pink vs Mint - Mixing Makeup Eyeshadow Into Slime Special Series 132 Satisfying Slime Video	Hi! In this makeup destruction video, I'm going to be Mixing Makeup Eyeshadow into Clear Slime with Pink and Mint Hello Kitty colored makeup. I'll be mixing and breaking up makeup and eye shadow into clear slimes and separating the colors out to make a beautiful swirl slime at the end! I hope you enjoy this satisfying slime coloring with makeup special series slime video. Thank you for watching. Love you! 💗 Subscribe and Come Watch these! You will like: Pink 💗 vs 💙 Teal - https://youtu.be/qNmBPEaLxME Pink 💗 vs 💚 Mint - https://youtu.be/iigOAbYeQ-g Pink 💗 vs 💙 Blue #2 - https://youtu.be/tw7tdgZ_oAM Pink💗 vs 💜Purple - https://youtu.be/4xAPB9Qrq-U Pink 💗 vs 💙 Blue #1 - https://youtu.be/8OemNihNqCY Pink 💗 vs 💿 Silver - https://youtu.be/0bsXhOcAgo8 Red ❤️ vs 🍫 Chocolate - https://youtu.be/Du0hlaEfRSw Light Blue 💙 vs 💙 Dark Blue - https://youtu.be/_ti6c4BwuRM Rose 🌹 vs 📀Gold - https://youtu.be/GCBOQJXc_FQ Black 🖤 vs 💚Green - https://youtu.be/0FI-YmVCxMY Red ❤️ vs 🧡 Orange - https://youtu.be/GMO9mURA2Ic Green 💚 vs 💿 Silver - https://youtu.be/Flz86htj7oI Blue💙 vs 💚Green - https://youtu.be/DfxHPTwiM48 Pink 💗 vs 💗Pink - https://youtu.be/u0ye5d0l1Nc Blue💙 vs 💗Pink - https://youtu.be/mWsJEbxJyf0 Pink 💗 vs 📀 Gold - https://youtu.be/q8N728katcA Pink 💗 vs 🖤 Black- https://youtu.be/13cRrb4j-Mk Pink💗 vs 🐶Brown - https://youtu.be/19pVn8PV5fA Pink 💗 vs 💛 Yellow - https://youtu.be/VzkxjRTtH2o Pink💗 vs 💜Purple - https://youtu.be/5HBaIUe-Sts Pink💗 vs 🧡Orange - https://youtu.be/qxrTYJEReYk Purple💜 vs 💙 Blue - https://youtu.be/PdCcSDfNy4A Silver💿 vs 📀Gold - https://youtu.be/Iun4FldGDFc Black🖤 vs 💮White - https://youtu.be/_NWr3njEhXY Blue 💙 vs 💿 Silver - https://youtu.be/R_Vh_9F7-Ys Burgundy🏮 vs 🐶Beige - https://youtu.be/kQkv5YuJZJI Teal 💎 vs 🐮 Brown https://youtu.be/NGyLXVjGiH4 Red ❤️ vs 💛 Yellow - https://youtu.be/opjPFOMRqaw Green 💚 vs 💿 Silver - https://youtu.be/Flz86htj7oI Teal 💎 vs 💜 Purple - https://youtu.be/RRIA8Q1lsqo Blue💙 vs 💚Green - https://youtu.be/DfxHPTwiM48 Orange🧡 vs 💛Yellow - https://youtu.be/JAabZQY6xs4 Purple💜 vs 💚Green - https://youtu.be/DiihirxK3Dc Red🌹 vs 💮White - https://youtu.be/vo1akDO6tBA Black🖤 vs 💛Yellow - https://youtu.be/J0-Qm6rEgcQ Pink💗 vs 💚Green - https://youtu.be/J0-Qm6rEgcQ Gold📀 vs 💎Teal - https://youtu.be/kQrveAnazT8 Green💚 vs 🧡Orange - https://youtu.be/ex1XHvB6ZvY Purple💜 vs 💛Yellow - https://youtu.be/8tg7CxMMiW8 Blue💙 vs ❤️Red - https://youtu.be/MaasbzlDyMQ Black🖤 vs 💗Pink - https://youtu.be/pN_EUbiwm6g Orange🧡 vs 💙Blue - https://youtu.be/Q0J-EXGju94 Red❤️ vs 💚Green - https://youtu.be/LSlUsJtN-Gw Purple💜 vs 🧡Orange -https://youtu.be/R4gkWB6szfY Blue💙 vs 💛Yellow - https://youtu.be/QPMXTaW4hCc Blue💙 vs ❤️Red❤️ vs 💛Yellow - https://youtu.be/YNU_IH3G7YE #lenaslime #makeupslime #eyeshadowslime #makeupasmr #makeupdestruction ---------------------------------------------------------------------------------------------------------- LOOKING FOR MORE SLIME? CHECK OUT THESE GREAT CHANNELS ---------------------------------------------------------------------------------------------------------- #tanyast #izabelastress #tomslime #satisfychannel #tepslime #makeupbreakup #boomslime #jennyslime #ryoslime #satisfyingslimevideos #jerryslime Slime Special Series Mixing Pink vs Mint Mekeup with Parts, glitter... Into Slime.	22	People & Blogs	PT10M48S	648	2d	hd	false	https://i.ytimg.com/vi/wKP30nBsgdQ/maxresdefault.jpg	1	403528	5681	624	0	494
21	UC66qTRH20AvahadBgw5YYyQ	Life with Brothers	l-77_MR5rNY	2019-03-09T14:38:06.000Z	2019-03-09 14:38:06	GIANT Play-Doh SLIME Switch Up Challenge	GIANT Play-Doh SLIME Switch Up Challenge Today Mary and Izzy played GIANT Play-Doh SLIME Switch Up Challenge!!!	24	Entertainment	PT15M40S	940	2d	hd	false	https://i.ytimg.com/vi/l-77_MR5rNY/maxresdefault.jpg	1	5389876	31530	7079	0	3462
22	UCVb3Kouf3YKbazTzUOlD3Ag	The Best Satisfying	mVzKAQwEgJE	2019-02-21T20:00:05.000Z	2019-02-21 20:00:05	The Most Satisfying Slime ASMR Videos | Oddly Satisfying Slime 2019 | 94	The Most Satisfying Slime ASMR Videos | Oddly Satisfying Slime 2019 | 94 Subscribe: https://bit.ly/2UOLGfo Don't forget to like the video! =) Credits: cmt290010 daya0525 dx686886 mintyslimey What does ASMR mean? Autonomous sensory meridian response (ASMR) is an experience characterized by a static-like or tingling sensation on the skin that typically begins on the scalp and moves down the back of the neck and upper spine. Email us for business: business@pusic.yt Our site: www.pusicentertainment.com	24	Entertainment	PT13M20S	800	2d	hd	false	https://i.ytimg.com/vi/mVzKAQwEgJE/maxresdefault.jpg	1	9245251	56366	6138	0	4180
23	UCCdYYruzqbr0FdNehbUoUiw	Hong Giang DIY Slime	66W2yVoPwfc	2019-07-15T10:19:28.000Z	2019-07-15 10:19:28	PURPLE vs PINK ! Mixing Makeup Eyeshadow into Clear Slime! Special Series #78 Satisfying Slime Video	PURPLE vs PINK ! Mixing Makeup Eyeshadow into Clear Slime! Special Series #78 Satisfying Slime Video Please Like, Share Video and Subscribe my Channel. Thanks for Watching! Follow Hong Giang DIY Slime: ☞ Youtube: https://www.youtube.com/HongGiangDIYSlime ☞ Google+: https://plus.google.com/114955484525309161523/posts ☞ Facebook: https://www.facebook.com/honggiangdiyslime	26	Howto & Style	PT11M49S	709	2d	hd	false	https://i.ytimg.com/vi/66W2yVoPwfc/maxresdefault.jpg	1	283252	2547	546	0	163
24	UCTM-p_LO8fsbLRMFqitWqBA	Lena Slime	Kx6j7dglzbM	2019-06-02T14:15:01.000Z	2019-06-02 14:15:01	Rainbow - Mixing Makeup Eyeshadow Into Slime! Special Series 96 Satisfying Slime Video	Hi guys! In this makeup destruction video, I'm going to be Mixing Makeup Eyeshadow into Clear Slime with Rainbow colored makeup. I'll be mixing and breaking up makeup and eye shadow into clear slimes and separating the colors out to make a beautiful swirl slime at the end! I hope you enjoy this satisfying special series slime video. Thank you for watching. Love you! 💗 Subscribe and Come Watch these! You will like: Galaxy 🌌 vs 🦄 Unicorn - https://youtu.be/4GSq76q2Ip4 Pink 💗 vs 💙 Teal - https://youtu.be/qNmBPEaLxME Pink 💗 vs 💚 Mint - https://youtu.be/iigOAbYeQ-g Pink 💗 vs 💙 Blue #2 - https://youtu.be/tw7tdgZ_oAM Pink💗 vs 💜Purple - https://youtu.be/4xAPB9Qrq-U Pink 💗 vs 💙 Blue #1 - https://youtu.be/8OemNihNqCY Pink 💗 vs 💿 Silver - https://youtu.be/0bsXhOcAgo8 Red ❤️ vs 🍫 Chocolate - https://youtu.be/Du0hlaEfRSw Light Blue 💙 vs 💙 Dark Blue - https://youtu.be/_ti6c4BwuRM Rose 🌹 vs 📀Gold - https://youtu.be/GCBOQJXc_FQ Black 🖤 vs 💚Green - https://youtu.be/0FI-YmVCxMY Red ❤️ vs 🧡 Orange - https://youtu.be/GMO9mURA2Ic Green 💚 vs 💿 Silver - https://youtu.be/Flz86htj7oI Blue💙 vs 💚Green - https://youtu.be/DfxHPTwiM48 Pink 💗 vs 💗Pink - https://youtu.be/u0ye5d0l1Nc Blue💙 vs 💗Pink - https://youtu.be/mWsJEbxJyf0 Pink 💗 vs 📀 Gold - https://youtu.be/q8N728katcA Pink 💗 vs 🖤 Black- https://youtu.be/13cRrb4j-Mk Pink💗 vs 🐶Brown - https://youtu.be/19pVn8PV5fA Pink 💗 vs 💛 Yellow - https://youtu.be/VzkxjRTtH2o Pink💗 vs 💜Purple - https://youtu.be/5HBaIUe-Sts Pink💗 vs 🧡Orange - https://youtu.be/qxrTYJEReYk Purple💜 vs 💙 Blue - https://youtu.be/PdCcSDfNy4A Silver💿 vs 📀Gold - https://youtu.be/Iun4FldGDFc Black🖤 vs 💮White - https://youtu.be/_NWr3njEhXY Blue 💙 vs 💿 Silver - https://youtu.be/R_Vh_9F7-Ys Burgundy🏮 vs 🐶Beige - https://youtu.be/kQkv5YuJZJI Teal 💎 vs 🐮 Brown https://youtu.be/NGyLXVjGiH4 Red ❤️ vs 💛 Yellow - https://youtu.be/opjPFOMRqaw Green 💚 vs 💿 Silver - https://youtu.be/Flz86htj7oI Teal 💎 vs 💜 Purple - https://youtu.be/RRIA8Q1lsqo Blue💙 vs 💚Green - https://youtu.be/DfxHPTwiM48 Orange🧡 vs 💛Yellow - https://youtu.be/JAabZQY6xs4 Purple💜 vs 💚Green - https://youtu.be/DiihirxK3Dc Red🌹 vs 💮White - https://youtu.be/vo1akDO6tBA Black🖤 vs 💛Yellow - https://youtu.be/J0-Qm6rEgcQ Pink💗 vs 💚Green - https://youtu.be/J0-Qm6rEgcQ Gold📀 vs 💎Teal - https://youtu.be/kQrveAnazT8 Green💚 vs 🧡Orange - https://youtu.be/ex1XHvB6ZvY Purple💜 vs 💛Yellow - https://youtu.be/8tg7CxMMiW8 Blue💙 vs ❤️Red - https://youtu.be/MaasbzlDyMQ Black🖤 vs 💗Pink - https://youtu.be/pN_EUbiwm6g Orange🧡 vs 💙Blue - https://youtu.be/Q0J-EXGju94 Red❤️ vs 💚Green - https://youtu.be/LSlUsJtN-Gw Purple💜 vs 🧡Orange -https://youtu.be/R4gkWB6szfY Blue💙 vs 💛Yellow - https://youtu.be/QPMXTaW4hCc Blue💙 vs ❤️Red❤️ vs 💛Yellow - https://youtu.be/YNU_IH3G7YE #lenaslime #makeupslime #eyeshadowslime #makeupasmr #makeupdestruction ---------------------------------------------------------------------------------------------------------- LOOKING FOR MORE SLIME? CHECK OUT THESE GREAT CHANNELS ---------------------------------------------------------------------------------------------------------- #tanyast #izabelastress #tomslime #satisfychannel #tepslime #makeupbreakup #boomslime #jennyslime #satisfyingslimevideos #jerryslime Slime Special Theme Series Mixing Rainbow Mekeup, Parts, glitter... Into Slime!.	22	People & Blogs	PT14M33S	873	2d	hd	false	https://i.ytimg.com/vi/Kx6j7dglzbM/maxresdefault.jpg	1	8544403	73948	14300	0	5391
25	UCVb3Kouf3YKbazTzUOlD3Ag	The Best Satisfying	hXOhx5fy7nM	2019-07-15T20:45:00.000Z	2019-07-15 20:45:00	The Most Satisfying Slime ASMR Videos | Relaxing Oddly Satisfying Slime 2019 | 303	The Most Satisfying Slime ASMR Videos | Relaxing Oddly Satisfying Slime 2019 | 303 👇👇👇👇👇👇👇👇👇👇👇 Subscribe: https://bit.ly/2UOLGfo Don't forget to like the video! =) #satisfying #slime #asmr Follow us! Snapchat: TBestSatisfying Instagram: @tbestsatisfying Spotify: TBestSatisfying TikTok: TBestSatisfying Instagram Credits: mintyslimey aeslimeic asmr_soap_granny asmr_soap_princess asmr_vid___ helen.asmr laurensoaps paragon.slimes qweenyslime sicksliems slimeaxis slimebyian slimedivinee slimeygluten soap.asmr.ns soap.asmr.ua sprousesslimes Kwai credits: cmt290010 daya0525 dx686886 ws000000 Yanxizaoan666 What does ASMR mean? Autonomous sensory meridian response (ASMR) is an experience characterized by a static-like or tingling sensation on the skin that typically begins on the scalp and moves down the back of the neck and upper spine. Email us for business: business@pusic.yt Our site: www.pusicentertainment.com	24	Entertainment	PT13M40S	820	2d	hd	false	https://i.ytimg.com/vi/hXOhx5fy7nM/maxresdefault.jpg	1	179536	3704	237	0	551
